"LOCATION_PWL_ID","LAKE_HISTORY_ID","PWS","LOCATION_HISTORY_ID","waterbody","huc_10","basin_name","class","water_type","segment_assessment","use","use_assessment","parameter","value"
"1402-0049","1402LOU0040","YES","1402LOU0040_NE","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_NE","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_NE","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen",1
"1402-0049","1402LOU0040","YES","1402LOU0040_C","McKee Reservoir/Lake Louise Marie",204010403,"Delaware River","a","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NNW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_C","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_NW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SSW","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus",1
"1404-0033","1404LAU0382","NO","1404LAU0382_SE","Blueberry, Laurel Lakes",204010103,"Delaware River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data",1
"1404-0072","1404DEL0420","NO","1404DEL0420_C","Lake Delaware",204010101,"Delaware River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable",1
