"seg_id","waterbody","huc_10","basin_name","class","water_type","segment_assessment","use","use_assessment","parameter","grandfathered_from_listings","data_supported","stayCALM_param_eval"
"0703-0082","Panther Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0703-0082","Panther Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0703-0082","Panther Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0703-0082","Panther Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0703-0087","Kasoag Lake",414020202,"Oswego-Seneca-Oneida","b","pond","IR2_some-uses-supported","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","primary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","secondary_contact_recreation","IR4c_impaired_confirmed","algal_weed_growth","yes","no","unassessed"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0001","Canandaigua Lake",414020102,"Oswego-Seneca-Oneida","aa(ts)","pond","IR4c_impaired","source_of_water_supply","IR3_stressed_unconfirmed","arsenic; magnesium","no","yes","stressed_unconfirmed"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","no","unassessed"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0704-0025","Duck Lake",414020114,"Oswego-Seneca-Oneida","c","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0003","Keuka Lake",414020107,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","source_of_water_supply","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0014","Seneca Lake, Main Lake, South",414020108,"Oswego-Seneca-Oneida","b(t)","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","fishing","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","primary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0021","Seneca Lake, Main Lake, Middle",414020108,"Oswego-Seneca-Oneida","aa(ts)","pond","IR3_needs-verification","source_of_water_supply","IR3_stressed_unconfirmed","magnesium; ph; sulfate","no","yes","stressed_unconfirmed"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0025","Cayuga Lake, Main Lake, Mid-North",414020112,"Oswego-Seneca-Oneida","a(t)","pond","IR2_some-uses-supported","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0026","Seneca Lake, Main Lake, North",414020109,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0029","Lake Como",414020110,"Oswego-Seneca-Oneida","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0030","Cayuga Lake, Northern End",414020112,"Oswego-Seneca-Oneida","b(t)","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus; silt_sediment","yes","no","fully-supported_confirmed"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus; silt_sediment","yes","no","unassessed"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus; silt_sediment","yes","no","unassessed"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus; silt_sediment","yes","no","fully-supported_confirmed"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0040","Cayuga Lake, Southern End",414020112,"Oswego-Seneca-Oneida","a","pond","IR5_impaired","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","source_of_water_supply","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","fishing","IR3_impaired_unconfirmed","ph","no","yes","impaired_unconfirmed"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","fecal_coliform","yes","no","unassessed"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","fecal_coliform","yes","no","unassessed"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","source_of_water_supply","IR3_impaired_unconfirmed","iron; ph","no","yes","impaired_unconfirmed"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","source_of_water_supply","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","fishing","IR5_impaired_confirmed","ph","yes","no","unassessed"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0165","Twitchell Lake",415010110,"Black River","a(t)","pond","IR5_impaired","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","fishing","IR4a_impaired_confirmed","mercury","yes","no","unassessed"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0172","Effley Falls Reservoir",415010111,"Black River","c(t)","pond","IR4a_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0176","Brantingham Lake",415010108,"Black River","a","pond","IR2_some-uses-supported","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0204","Kayuta Lake",415010101,"Black River","c(t)","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0205","Otter Lake",415010103,"Black River","a","pond","IR3_needs-verification","source_of_water_supply","IR3_stressed_unconfirmed","arsenic","no","yes","stressed_unconfirmed"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0206","Lake Rondaxe, West Lake, Lake Kanacto",415010105,"Black River","a","pond","IR3_unassessed","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0321","Chase Lake",415010107,"Black River","a","pond","IR3_unassessed","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","fishing","IR5_impaired_confirmed","ddt","yes","no","unassessed"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0801-0373","Fulton Chain Lakes, First thru Fourth Lk",415010105,"Black River","a","pond","IR5_impaired","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0030","Mountain View Lake, Indian Lake, more",415030701,"Saint Lawrence River","b(t)","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","fishing","IR4a_impaired_confirmed","mercury","yes","no","unassessed"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0034","Upper Chateaugay Lake",415030801,"Saint Lawrence River","b(t)","pond","IR4a_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0036","Lake Titus",415030703,"Saint Lawrence River","b(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"0902-0036","Lake Titus",415030703,"Saint Lawrence River","b(t)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
