"seg_id","waterbody","huc_10","basin_name","class","water_type","segment_assessment","use","use_assessment","parameter","grandfathered_from_listings","data_supported","stayCALM_param_eval"
"1104-0047","Piseco Lake",202000202,"Upper Hudson River","a(ts)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0047","Piseco Lake",202000202,"Upper Hudson River","a(ts)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0047","Piseco Lake",202000202,"Upper Hudson River","a(ts)","pond","IR3_needs-verification","source_of_water_supply","IR3_stressed_unconfirmed","chloride; nitrate_nitrite; ph","no","yes","stressed_unconfirmed"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","fishing","IR4a_impaired_confirmed","mercury","yes","no","unassessed"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","primary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","secondary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0050","Sacandaga Lake",202000203,"Upper Hudson River","aa","pond","IR4a_impaired","source_of_water_supply","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","ph","no","yes","impaired_unconfirmed"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","ph","no","yes","impaired_unconfirmed"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","ph","no","yes","impaired_unconfirmed"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0051","Lake Pleasant",202000203,"Upper Hudson River","aa","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","ph","no","yes","impaired_unconfirmed"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0074","Lake Adirondack",202000102,"Upper Hudson River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","fishing","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_stressed_unconfirmed","ph","no","yes","stressed_unconfirmed"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0075","Lake Luzerne",202000107,"Upper Hudson River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","nitrite","no","yes","fully-supported_unconfirmed"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0105","Efner, Jenny and Hunt Lakes",202000207,"Upper Hudson River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0193","Forest Lake",202000106,"Upper Hudson River","a","pond","IR2_some-uses-supported","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0205","Friends Lake",202000106,"Upper Hudson River","aa-special","pond","IR2_some-uses-supported","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0232","Paradox Lake",202000105,"Upper Hudson River","aa(t)","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","dissolved_oxygen; ph","no","yes","fully-supported_unconfirmed"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0235","Eagle Lake",202000105,"Upper Hudson River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0252","Minor Lake Tribs to Upper Hudson River",202000107,"Upper Hudson River","c","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0255","Garnet Lake",202000104,"Upper Hudson River","a","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen; iron; manganese; ph","no","yes","impaired_unconfirmed"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0258","Chatiemac Lake, Ross/Windover Lake",202000104,"Upper Hudson River","a(t)","pond","IR3_unassessed","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1104-0293","Goodnow Flowage",202000103,"Upper Hudson River","c(t)","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0016","Peck Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","secondary_contact_recreation","IR4c_impaired_confirmed","water_level_flow","yes","no","unassessed"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0019","Delta Reservoir",202000401,"Mohawk River","a(t)","pond","IR4c_impaired","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0046","East Caroga Lake",202000409,"Mohawk River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","fishing","IR4a_impaired_confirmed","mercury","yes","no","unassessed"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0050","Lily, Canada, Stewarts Land, West Lakes",202000408,"Mohawk River","b(t)","pond","IR4a_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0110","Galway Lake (Amsterdam Reservoir)",202000411,"Mohawk River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","yes","impaired-pollutant_confirmed"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0113","Mariaville Lake",202000411,"Mohawk River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0142","Mountain Lake",202000409,"Mohawk River","c","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0144","West Caroga Lake",202000409,"Mohawk River","b(t)","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1201-0175","Pleasant Lake",202000408,"Mohawk River","b","pond","IR2_some-uses-supported","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","secondary_contact_recreation","IR4c_impaired_confirmed","algal_weed_growth","yes","no","unassessed"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1202-0014","Summit Lake",202000503,"Mohawk River","b","pond","IR4c_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","nitrite","no","yes","fully-supported_unconfirmed"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","primary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","secondary_contact_recreation","not-applicable","not-applicable","no","yes","not-applicable"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1204-0006","Madison Lake",202000402,"Mohawk River","c","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","yes","impaired-pollutant_confirmed"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0008","Orange Lake",202000805,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR5_impaired_confirmed","dissolved_oxygen","yes","no","unassessed"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0025","Burdens Lake",202000603,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_fully-supported_unconfirmed","phosphorus","no","yes","fully-supported_unconfirmed"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0034","Lake Tibet",203010101,"Lower Hudson River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1301-0035","Oscawana Lake",203010101,"Lower Hudson River","a","pond","IR4c_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
