PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY0921977,MIDGES TASTEE FREEZE,Transient non-community system,Ground water,Clinton,ELLENBURG (T),25,5,Private
NY1720124,MIDLINE INN,Transient non-community system,Ground water,Fulton,PERTH (T),30,3,Private
NY0103792,MIDWAY CAFE,Transient non-community system,Ground water,Albany,COEYMANS (T),37,3,Private
NY0621424,MIDWAY STATE PARK,Transient non-community system,Ground water,Chautauqua,ELLERY (T),250,12,State government
NY1316221,MIKE AND JOES,Transient non-community system,Ground water,Dutchess,"EAST FISHKILL (T), NEW YORK (C)",27,6,Private
NY5520070,MIKE AND NICKS,Transient non-community system,Ground water,Ulster,WAWARSING (T),26,5,Private
NY1909255,MIKES DINER,Transient non-community system,Ground water,Greene,CATSKILL (T),45,4,Private
NY4630017,MIKEY MART II - RT 7 & I-88,Transient non-community system,Ground water,Schenectady,,25,5,Private
NY5521578,MILANESE CATERING,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),275,3,Private
NY1330768,MILEA ESTATES,Transient non-community system,Ground water,Dutchess,CLINTON (T),25,3,Private
NY6130056,MILES WINE CELLARS,Transient non-community system,Groundwater under influence of surface water,Yates,MILO (T),25,3,Private
NY5730150,MILESTONE GOLF COURSE,Transient non-community system,Ground water,Washington,WHITEHALL (T),50,3,Private
NY2419025,MILK PLANT TAVERN,Transient non-community system,Ground water,Lewis,LEWIS  (T),50,5,Private
NY1930049,MILK RUN,Transient non-community system,Ground water,Greene,DURHAM (T),25,3,Private
NY4504802,"MILL AT ROUND LAKE, THE",Transient non-community system,Ground water,Saratoga,MALTA (T),25,3,Private
NY2730012,MILL CREEK GOLF CLUB,Transient non-community system,Ground water,Monroe,RIGA (T),104,7,Private
NY5115429,MILL CREEK MARINA,Transient non-community system,Ground water,Suffolk,SOUTHAMPTON (T),100,6,Private
NY0830028,MILLBROOK BEACH,Transient non-community system,Ground water,Chenango,NEW BERLIN (T),150,5,Private
NY5217979,MILLBROOK INN BY T+T INC.,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),50,3,Private
NY1330416,MILLBROOK VINEYARDS,Transient non-community system,Ground water,Dutchess,WASHINGTON (T),27,5,Private
NY3921983,MILLBROOKE OFFICE CENTER,Transient non-community system,Ground water,Putnam,SOUTHEAST (T),50,3,Private
NY1450049,MILLER GREENHOUSE,Transient non-community system,Ground water,Erie,CONCORD  (T),25,3,Private
NY0622004,MILLERS COCONUT GROVE,Transient non-community system,Ground water,Chautauqua,CARROLL (T),65,3,Private
NY3830029,MILLERS DELI,Transient non-community system,Ground water,Otsego,EDMESTON (T),25,3,Private
NY2430023,MILLERS GENERAL STORE,Transient non-community system,Ground water,Lewis,NEW BREMEN (T),25,6,Private
NY3921969,MILLTOWN OFFICE PARK,Transient non-community system,Ground water,Putnam,SOUTHEAST (T),25,3,Private
NY2202097,MILS RIVERSHORE COTTGS/MOTEL,Transient non-community system,Ground water,Jefferson,CLAYTON (T),75,8,Private
NY4708015,MINEKILL STATE PARK,Transient non-community system,Ground water,Schoharie,BLENHEIM (T),315,5,State government
NY5220650,MINISINK CAMPGROUND,Transient non-community system,Ground water,Sullivan,HIGHLAND (T),25,6,Private
NY5530208,MINNEWASKA LODGE,Transient non-community system,Ground water,Ulster,GARDINER (T),26,3,Private
NY5530365,MINNEWASKA STATE PARK VISITOR CENTER,Transient non-community system,Ground water,Ulster,ROCHESTER (T),747,3,State government
NY5207012,MINYON PARK ESTATES INC,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),35,6,Private
NY5330159,MIRABITO  #51,Transient non-community system,Ground water,Tioga,OWEGO (T),100,4,Private
NY0330052,MIRABITO #105 - PORT ROAD,Transient non-community system,Ground water,Broome,CHENANGO (T),25,4,Private
NY5422864,MIRABITO #114,Transient non-community system,Ground water,Tompkins,DRYDEN (T),40,6,Private
NY1230023,MIRABITO #12 - DAVENPORT,Transient non-community system,Ground water,Delaware,DAVENPORT (T),25,3,Private
NY3830034,MIRABITO #133,Transient non-community system,Ground water,Otsego,LAURENS (T),25,3,Private
NY3830044,MIRABITO #134 - GOODYEAR LAKE,Transient non-community system,Ground water,Otsego,MILFORD (T),25,4,Private
NY1230018,MIRABITO #2 - MASONVILLE,Transient non-community system,Ground water,Delaware,MASONVILLE (T),25,2,Private
NY0330085,MIRABITO #42 - CASTLE CREEK,Transient non-community system,Ground water,Broome,CHENANGO (T),25,4,Private
NY3830042,MIRABITO #69 - TIM HORTONS/SUBWAY,Transient non-community system,Ground water,Otsego,ONEONTA (T),25,3,Private
NY3830041,MIRABITO #70,Transient non-community system,Ground water,Otsego,ONEONTA (T),25,3,Private
NY3830039,MIRABITO #71,Transient non-community system,Ground water,Otsego,ONEONTA (T),25,3,Private
NY3830024,MIRABITO #73 - OTEGO,Transient non-community system,Ground water,Otsego,OTEGO (V),48,3,Private
NY0330054,MIRABITO #74 - HARPURSVILLE,Transient non-community system,Ground water,Broome,COLESVILLE (T),25,4,Private
NY0325009,MIRABITO #81 - WINDSOR,Transient non-community system,Ground water,Broome,WINDSOR (T),25,6,Private
NY0330028,MIRABITO #83 - MAINE,Transient non-community system,Ground water,Broome,MAINE (T),25,4,Private
NY0330035,MIRABITO #91 - BINGHAMTON (T),Transient non-community system,Ground water,Broome,BINGHAMTON (T),50,9,Private
NY5330162,MIRABITO 13,Transient non-community system,Ground water,Tioga,RICHFORD (T),100,4,Private
NY1120114,MIRABITO CONVENIENCE STORE,Transient non-community system,Ground water,Cortland,PREBLE (T),25,4,Private
NY4730043,MIRABITO STORE # 130,Transient non-community system,Ground water,Schoharie,RICHMONDVILLE (T),500,3,Private
NY1912536,MIRACLE MOUNTAIN,Transient non-community system,Ground water,Greene,GREENVILLE (T),230,6,Private
NY1322740,MIRROR LAKE RETREAT,Transient non-community system,Ground water,Dutchess,MILAN (T),450,5,Private
NY3521266,MISS CINDYS NEIGHBORHOOD SCHOOL,Transient non-community system,Ground water,Orange,NEWBURGH (T),34,3,Private
NY2209509,MISS LAURAS DINER,Transient non-community system,Ground water,Jefferson,THERESA (T),50,7,Private
NY2109856,MISTER SHAKE,Transient non-community system,Ground water,Herkimer,COLUMBIA (T),50,4,Private
NY0430036,MITCHS GENERAL STORE,Transient non-community system,Ground water,Cattaraugus,EAST OTTO (T),25,2,Private
NY1330429,MITTAL PETROLEUM,Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),25,3,Private
NY1330455,MOBIL 376,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),235,4,Private
NY5530123,MOBIL CORNER STORE (AEROSTAR MOBIL),Transient non-community system,Ground water,Ulster,MARBLETOWN (T),25,3,Private
NY3530189,MOBIL MART,Transient non-community system,Ground water,Orange,MONTGOMERY (T),90,3,Private
NY0930092,MOBIL MART - EXIT 36,Transient non-community system,Ground water,Clinton,PLATTSBURGH (C),25,5,Private
NY0930093,MOBIL MART - EXIT 40,Transient non-community system,Ground water,Clinton,PLATTSBURGH (C),25,5,Private
NY5530124,MOBIL MART M&M (I&W MART),Transient non-community system,Ground water,Ulster,ULSTER (T),25,3,Private
NY3920013,MOBIL ON THE RUN,Transient non-community system,Ground water,Putnam,PATTERSON (T),25,3,Private
NY1330467,MOBIL ON THE RUN WAPPINGERS,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),28,5,Private
NY1540006,MOBIL SMART SHOP - WESTPORT,Transient non-community system,Ground water,Essex,WESTPORT (T),25,3,Private
NY6011930,MOCKINGBIRD PARK,Transient non-community system,Ground water,Wyoming,ARCADE (T),250,11,Private
NY6011931,MOCKINGBIRD PARK OFFICE,Transient non-community system,Ground water,Wyoming,ARCADE (T),250,4,Private
NY2010579,MOFFITT BEACH SPC,Transient non-community system,Ground water,Hamilton,LAKE PLEASANT (T),900,10,State government
NY2116721,MOHAWK VALLEY COUNTRY CLUB,Transient non-community system,Ground water,Herkimer,LITTLE FALLS (T),140,7,Private
NY5205724,MOHICAN INN INC.,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),75,2,Private
NY5214959,MOHICAN LAKE RESORT,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),25,2,Private
NY5612673,MOHICAN MOTEL,Transient non-community system,Ground water,Warren,QUEENSBURY (T),80,8,Private
NY5530228,MOHONK PRESERVE (CAMP PEREGRINE),Transient non-community system,Ground water,Ulster,GARDINER (T),25,6,Private
NY5522523,MOMIJI FENG,Transient non-community system,Ground water,Ulster,MARBLETOWN (T),60,5,Private
NY5416053,MOMO'S TRAVELING CAFE,Transient non-community system,Ground water,Tompkins,GROTON (T),25,3,Private
NY5230088,MONGAUP MOBIL,Transient non-community system,Ground water,Sullivan,THOMPSON (T),100,3,Private
NY5217620,MONGAUP POND CAMPGROUND,Transient non-community system,Ground water,Sullivan,ROCKLAND (T),560,10,Private
NY3430025,MONICAS PIES,Transient non-community system,Ground water,Ontario,NAPLES (V),50,3,Private
NY3706691,MONIRAES INC,Transient non-community system,Ground water,Oswego,SCHROEPPEL (T),430,4,Private
NY2405546,MONTAGUE INN REST. & MOTEL,Transient non-community system,Groundwater under influence of surface water,Lewis,MONTAGUE (T),70,21,Private
NY5130166,MONTAUK LIGHTHOUSE RECEPTION CENTER,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,4,Private
NY5110635,MONTAUK STATE PARK,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,5,Public/Private
NY5121885,MONTAUKET HOTEL,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,6,Private
NY1316206,MONTEBELLO RESTAURANT & BRICK OVEN PIZZA,Transient non-community system,Ground water,Dutchess,BEEKMAN  (T),26,3,Private
NY5530336,MONTESSORI OF NEW PALTZ,Transient non-community system,Ground water,Ulster,NEW PALTZ (T),28,3,Private
NY5919522,MONTEVERDE AT OLDSTONE,Transient non-community system,Ground water,Westchester,PEEKSKILL (C),150,4,Private
NY4911000,MONTEZUMA WINERY,Transient non-community system,Ground water,Seneca,SENECA FALLS (T),25,3,Private
NY3530207,MONTGOMERY VALERO/SUBWAY,Transient non-community system,Ground water,Orange,MONTGOMERY (T),100,3,Private
NY5214742,MONTICELLO FIRE DEPARTMENT CAMP,Transient non-community system,Ground water,Sullivan,MONTICELLO (V),35,3,Public/Private
NY5230180,"MONTICELLO MOTOR CLUB, LLC",Transient non-community system,Ground water,Sullivan,THOMPSON (T),25,7,Private
NY0930014,MONTYS BAY CAFE & MARINA,Transient non-community system,Ground water,Clinton,CHAZY (T),250,9,Private
NY0907669,MONTYS BAY CAMPSITE/GILBERT BRK. MARINA,Transient non-community system,Ground water,Clinton,CHAZY (T),764,12,Private
NY0930021,MOOERS CAMP MEETING ASSN.,Transient non-community system,Ground water,Clinton,MOOERS (T),330,10,Private
NY0412055,MOON LIGHT MOTEL,Transient non-community system,Ground water,Cattaraugus,HINSDALE (T),30,5,Private
NY0921310,MOONEY BAY MARINA,Transient non-community system,Ground water,Clinton,BEEKMANTOWN (T),150,6,Private
NY1030138,MOONLIGHT GAS COMPANY,Transient non-community system,Ground water,Columbia,AUSTERLITZ (T),30,3,Private
NY0203069,MOONWINKS RESTAURANT,Transient non-community system,Ground water,Allegany,CUBA (T),225,4,Private
NY0421026,MOORES MAPLE SHACK & PANCAKE HOUSE,Transient non-community system,Ground water,Cattaraugus,FREEDOM (T),30,6,Private
NY5730133,MOOSE HILLOCK CAMPING RESORT,Transient non-community system,Ground water,Washington,FORT ANN (T),1000,19,Private
NY3921725,MORANDO BUILDING,Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY4519368,MOREAU LAKE STATE PARK,Transient non-community system,Ground water,Saratoga,MOREAU (T),900,12,State government
NY2122254,MORELAND PARK,Transient non-community system,Ground water,Herkimer,LITTLE FALLS (C),25,3,Local government
NY3807612,MOREYS FAMILY RESTAURANT,Transient non-community system,Ground water,Otsego,ONEONTA (T),75,3,Private
NY5630118,"MORGAN, THE @ SAGAMORE RESORT(BOLTON WD)",Transient non-community system,Surface water purchased,Warren,BOLTON (T),35,7,Private
NY4430234,"MORLEY STORE, THE",Transient non-community system,Ground water,St. Lawrence,CANTON (T),25,3,Private
NY1511354,MORNINGSIDE CAMPS & COTTAGES,Transient non-community system,Ground water,Essex,MINERVA (T),103,5,Private
NY2600013,MORRISVILLE STATE COLLEGE DAIRY BARN,Transient non-community system,Ground water,Madison,NELSON (T),26,4,State government
NY2600015,MORRISVILLE STATE COLLEGE EQUINE REHAB,Transient non-community system,Ground water,Madison,NELSON (T),25,9,Private
NY2609955,MORRISVILLE STATE COLLEGE NELSON FARMS,Transient non-community system,Ground water,Madison,NELSON (T),35,6,Public/Private
NY5203873,MORRYS CAMP,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),310,12,Private
NY5222840,MOSDOS KLAUSENBURG,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),400,16,Private
NY5730146,MOSS STREET DELI,Transient non-community system,Ground water,Washington,KINGSBURY (T),25,3,Private
NY1120225,MOTEL 6,Transient non-community system,Ground water,Cortland,CORTLANDVILLE (T),75,5,Private
NY0118613,MOTEL 6,Transient non-community system,Ground water,Albany,COLONIE (T),200,5,Private
NY5230068,MOTTYS SUPERMARKET,Transient non-community system,Ground water,Sullivan,BETHEL (T),25,4,Private
NY3530118,MOUNT HOPE COUNTRY STORE,Transient non-community system,Ground water,Orange,MOUNT HOPE (T),200,3,Private
NY5207485,MOUNT HOPE INC.,Transient non-community system,Ground water,Sullivan,BETHEL (T),46,9,Private
NY1030204,MOUNT MERINO MANOR,Transient non-community system,Ground water,Columbia,,25,6,Private
NY5523009,MOUNT ZION CAMP & RETREAT CENTER,Transient non-community system,Ground water,Ulster,WAWARSING (T),175,6,Private
NY5613505,MOUNTAIN AIR CAMPGROUND,Transient non-community system,Ground water,Warren,LAKE LUZERNE (T),35,8,Private
NY5509681,MOUNTAIN BRAUHAUS RESTAURANT,Transient non-community system,Ground water,Ulster,GARDINER (T),140,3,Private
NY1208239,MOUNTAIN BROOK INN,Transient non-community system,Ground water,Delaware,BOVINA (T),45,3,Private
NY5530058,MOUNTAIN HARBOR DELI,Transient non-community system,Ground water,Ulster,GARDINER (T),25,3,Private
NY5614871,MOUNTAIN KNOLL BEACH COTTAGES,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),50,4,Private
NY5506872,MOUNTAIN LAKE CAMP,Transient non-community system,Ground water,Ulster,WAWARSING (T),40,3,Private
NY5906525,MOUNTAIN LAKES CAMP,Transient non-community system,Ground water,Westchester,NORTH SALEM (T),675,9,Private
NY2830039,MOUNTAIN MAN HUNTING CLUB,Transient non-community system,Ground water,Montgomery,MINDEN (T),65,3,Local government
NY1640033,MOUNTAIN MART #108,Transient non-community system,Ground water,Franklin,MOIRA (T),25,2,Private
NY0930120,MOUNTAIN MART 101 (MOOERS),Transient non-community system,Ground water,Clinton,MOOERS (T),26,4,Private
NY1418746,MOUNTAIN MEADOWS CAMPGROUND,Transient non-community system,Ground water,Erie,HOLLAND (T),160,6,Private
NY5207492,MOUNTAIN PEARL INC.,Transient non-community system,Ground water,Sullivan,BETHEL (T),60,5,Private
NY1030205,MOUNTAIN ROAD CAMP,Transient non-community system,Ground water,Columbia,NEW LEBANON (T),150,4,Private
NY0804430,MOUNTAIN TOP GOLF COURSE,Transient non-community system,Ground water,Chenango,SHERBURNE (T),25,3,Private
NY0315992,MOUNTAIN TOP GROVE,Transient non-community system,Ground water,Broome,BINGHAMTON (T),350,6,Private
NY1330265,MOUNTAIN TOP MART,Transient non-community system,Ground water,Dutchess,"EAST FISHKILL (T), NEW YORK (C)",51,7,Private
NY0330061,MOUNTAIN TOP VIEW,Transient non-community system,Ground water,Broome,NANTICOKE (T),50,5,Private
NY4514063,MOUNTAIN VIEW ACRES MOTEL,Transient non-community system,Ground water,Saratoga,WILTON (T),30,5,Private
NY1930087,MOUNTAIN VIEW BRASSERIE,Transient non-community system,Ground water,Greene,GREENVILLE (T),25,3,Private
NY2513211,MOUNTAIN VIEW CHRISTIAN CAMP,Transient non-community system,Ground water,Livingston,DANSVILLE (V),80,4,Private
NY5530059,MOUNTAIN VIEW MARKET (HMH),Transient non-community system,Ground water,Ulster,SAUGERTIES (T),25,4,Private
NY1105343,MOUNTAIN VIEW RESTAURANT,Transient non-community system,Ground water,Cortland,PREBLE (T),60,6,Private
NY5207398,MOUNTAINDALE PARK,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),288,4,Local government
NY1519928,MOUNTAINSIDE BIBLE CHAPEL,Transient non-community system,Ground water,Essex,SCHROON (T),50,2,Private
NY2104161,MOUNTAINSIDE SMOKEHOUSE,Transient non-community system,Ground water,Herkimer,WEBB (T),75,9,Private
NY3530218,MOUNTAINVIEW BAR AND RESTAURANT,Transient non-community system,Ground water,Orange,CRAWFORD (T),50,3,Private
NY5214965,MOUNTAINVIEW MANOR,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),267,27,Private
NY3517576,MOUNTAINVILLE MANOR,Transient non-community system,Ground water,Orange,CORNWALL (T),40,3,Private
NY4130341,MOXIES ICE CREAM,Transient non-community system,Ground water,Rensselaer,BRUNSWICK (T),50,3,Private
NY3509612,MT. PETER SKI AREA,Transient non-community system,Ground water,Orange,WARWICK (T),250,3,Private
NY5230145,MT. PLATE,Transient non-community system,Ground water,Sullivan,THOMPSON (T),100,6,Private
NY1020614,MT. WASHINGTON HOUSE,Transient non-community system,Ground water,Columbia,HILLSDALE (T),45,3,Private
NY0203082,MURDOCKS,Transient non-community system,Ground water,Allegany,CUBA (T),35,6,Private
NY4111588,MURRAYS BEACH INC,Transient non-community system,Ground water,Rensselaer,SCHODACK (T),140,3,Private
NY5917600,MUSCOOT FARM,Transient non-community system,Ground water,Westchester,SOMERS (T),150,3,Local government
NY5906559,MUSCOOT RESTAURANT,Transient non-community system,Ground water,Westchester,SOMERS (T),120,5,Private
NY3517597,"MUSEUM VILLAGE, INC.",Transient non-community system,Ground water,Orange,BLOOMING GROVE (T),200,5,Private
