seg_id,waterbody,huc_10,basin_name,class,water_type,segment_assessment,use,use_assessment,parameter,grandfathered_from_listings,data_supported,stayCALM_param_eval
0302-0031,Lake Lacoma,0414010107,Lake Ontario,b,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0032,Quaker Pond,0414010107,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,fishing,IR3_impaired_unconfirmed,dissolved_oxygen,no,yes,impaired_unconfirmed
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0033,Deep Pond,0414010107,Lake Ontario,c,pond,IR3_needs-verification,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,primary_contact_recreation,IR4c_impaired_confirmed,aquatic_weeds,yes,no,unassessed
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,secondary_contact_recreation,IR4c_impaired_confirmed,aquatic_weeds; problem_species,yes,no,unassessed
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0034,Hundred Acre Pond,0414010107,Lake Ontario,b,pond,IR4c_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0035,Cobbs Hill Reservoir,0414010107,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,fishing,IR3_impaired_unconfirmed,dissolved_oxygen,no,yes,impaired_unconfirmed
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,primary_contact_recreation,IR5_impaired_confirmed,phosphorus,yes,no,impaired_unconfirmed
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,secondary_contact_recreation,IR3_impaired_unconfirmed,dissolved_oxygen; phosphorus,no,yes,impaired_unconfirmed
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0037,"Durand, Eastman Lakes",0414010107,Lake Ontario,b,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0040,"Lake Ontario Shoreline, Oswego",0414010101,Lake Ontario,c,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0041,"Lake Ontario Shoreline, Central",0414010101,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0042,"Lake Ontario Shoreline, Central",0414010102,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0043,"Lake Ontario Shoreline, Central",0414010103,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; fecal_coliform; mirex; pcbs,yes,no,unassessed
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR5_impaired_confirmed,fecal_coliform; pcbs,yes,no,unassessed
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR5_impaired_confirmed,fecal_coliform; pcbs,yes,no,unassessed
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0044,"Lake Ontario Shoreline, Central",0414010105,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0045,"Lake Ontario Shoreline, Central",0414010106,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,fishing,IR3_stressed_unconfirmed,ph,no,yes,stressed_unconfirmed
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0048,Mud Pond,0414010101,Lake Ontario,c,pond,IR3_needs-verification,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0051,McMullen Pond,0414010101,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0057,Mud Pond,0414010102,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,fishing,IR3_impaired_unconfirmed,ph,no,yes,impaired_unconfirmed
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,primary_contact_recreation,IR3_impaired_unconfirmed,ph; phosphorus,no,yes,impaired_unconfirmed
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,secondary_contact_recreation,IR3_impaired_unconfirmed,ph; phosphorus,no,yes,impaired_unconfirmed
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0058,The Pond,0414010102,Lake Ontario,b,pond,IR3_needs-verification,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,fishing,IR3_impaired_unconfirmed,ph,no,yes,impaired_unconfirmed
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,primary_contact_recreation,IR3_impaired_unconfirmed,ph; phosphorus,no,yes,impaired_unconfirmed
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,secondary_contact_recreation,IR3_impaired_unconfirmed,ph; phosphorus,no,yes,impaired_unconfirmed
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0061,Butler Center Mill Pond,0414010103,Lake Ontario,b,pond,IR3_needs-verification,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0065,Wildlife Marsh Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0066,Mud Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0302-0067,Metz Pond,0414010105,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,fishing,IR3_impaired_unconfirmed,dissolved_oxygen; ph,no,yes,impaired_unconfirmed
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,primary_contact_recreation,IR3_impaired_unconfirmed,dissolved_oxygen; ph; phosphorus,no,yes,impaired_unconfirmed
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,secondary_contact_recreation,IR3_impaired_unconfirmed,dissolved_oxygen; ph; phosphorus,no,yes,impaired_unconfirmed
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0002,North Pond,0414010204,Lake Ontario,b,pond,IR3_needs-verification,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,fishing,IR3_unassessed,No_Data,no,yes,unassessed
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0008,Black Pond,0414010201,Lake Ontario,c,pond,IR3_unassessed,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,fishing,IR5_impaired_confirmed,mirex; pcbs,yes,no,unassessed
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0011,Chaumont Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0017,"Lake Ontario Shoreline, Eastern",0414010210,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0022,Henderson Bay,0415010204,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0023,"Lake Ontario Shoreline, Eastern",0415010201,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0024,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0025,Guffin Bay,0415010202,Lake Ontario,c,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,primary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,secondary_contact_recreation,not-applicable,not-applicable,no,yes,not-applicable
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0026,"Lake Ontario Shoreline, Eastern",0415010202,Lake Ontario,c,pond,IR5_impaired,source_of_water_supply,not-applicable,not-applicable,no,yes,not-applicable
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,fishing,IR5_impaired_confirmed,dioxin; mirex; pcbs,yes,no,unassessed
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,primary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,secondary_contact_recreation,IR3_unassessed,No_Data,no,yes,unassessed
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,shellfishing,not-applicable,not-applicable,no,yes,not-applicable
0303-0027,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,source_of_water_supply,IR3_unassessed,No_Data,no,yes,unassessed
0303-0028,"Lake Ontario Shoreline, Eastern",0415010204,Lake Ontario,a,pond,IR5_impaired,epa_appended_listing,not-applicable,not-applicable,no,yes,not-applicable
