seg_id,within_period,use,type,parameter,fraction,units,n_samples_collected,n_years_sampled,n_exceedances,n_years_w_exceedances,n_no_result_value_provided,n_threshold_data_absent,notes
1402-0003,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,14,1,0,0,0,0,none
1402-0003,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,6,1,0,0,0,0,none
1402-0003,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,10,1,0,0,0,0,none
1402-0003,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,7,none
1402-0003,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1402-0003,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,9,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0003,TRUE,fishing,none,ph,total,ph_units,6,2,1,1,0,0,none
1402-0003,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,1,1,0,0,0,0,none
1402-0003,TRUE,secondary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,1,1,0,0,0,0,none
1402-0003,TRUE,primary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,1,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,none,total_dissolved_solids,dissolved,mg/l,1,1,0,0,0,0,none
1402-0003,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,0,0,0,0,none
1402-0003,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,11,2,1,1,0,0,none
1402-0003,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,11,2,5,2,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,9,2,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,5,2,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,4,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,copper,total,ug/l,7,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,8,2,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
1402-0003,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,11,2,0,0,0,0,none
1402-0004,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1402-0004,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,2,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0004,TRUE,fishing,none,ph,total,ph_units,4,2,3,2,0,0,none
1402-0004,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,3,1,0,0,0,0,none
1402-0004,TRUE,secondary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,3,1,0,0,0,0,none
1402-0004,TRUE,primary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,3,1,0,0,0,0,none
1402-0004,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1402-0004,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1402-0026,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1402-0026,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1402-0026,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1402-0026,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0026,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1402-0026,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1402-0026,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1402-0027,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,12,2,0,0,0,12,none
1402-0027,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,12,1,0,0,0,0,none
1402-0027,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,4,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0027,TRUE,fishing,none,ph,total,ph_units,6,2,0,0,0,0,none
1402-0027,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0027,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,14,2,2,2,0,0,none
1402-0027,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,14,2,2,2,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,12,2,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,13,2,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,14,2,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,12,1,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,13,2,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,12,1,0,0,0,0,none
1402-0027,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,13,2,0,0,0,0,none
1402-0028,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,5,2,0,0,0,5,none
1402-0028,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,5,1,0,0,0,0,none
1402-0028,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0028,TRUE,fishing,none,ph,total,ph_units,5,2,1,1,0,0,none
1402-0028,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1402-0028,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1402-0029,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1402-0029,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0029,TRUE,fishing,none,ph,total,ph_units,2,1,1,1,0,0,none
1402-0031,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,16,3,0,0,0,16,none
1402-0031,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,44,8,3,3,0,0,none
1402-0031,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,44,8,3,3,0,0,none
1402-0031,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,28,6,0,0,0,28,none
1402-0031,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,1,1,0,0,0,0,none
1402-0031,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0031,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1402-0031,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,26,5,1,1,0,0,none
1402-0031,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,26,5,1,1,0,0,none
1402-0035,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,47,7,0,0,0,47,none
1402-0035,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,15,2,0,0,0,0,none
1402-0035,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,42,7,2,2,0,0,none
1402-0035,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,42,7,2,2,0,0,none
1402-0035,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,52,7,0,0,0,52,none
1402-0035,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,44,6,1,1,0,0,none
1402-0035,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,44,6,1,1,0,0,none
1402-0045,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,81,11,2,2,0,0,none
1402-0045,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,81,11,2,2,0,0,none
1402-0045,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,46,8,0,0,0,46,none
1402-0045,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,1,1,0,0,0,0,none
1402-0045,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,2,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0045,TRUE,fishing,none,ph,total,ph_units,2,2,0,0,0,0,none
1402-0045,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,49,8,2,2,0,0,none
1402-0045,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,49,8,2,2,0,0,none
1402-0047,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,2,0,0,0,2,none
1402-0047,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1402-0047,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1402-0048,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1402-0049,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,1,0,0,0,9,none
1402-0049,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,6,1,0,0,0,0,none
1402-0049,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,6,1,0,0,0,0,none
1402-0049,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,9,1,0,0,0,0,none
1402-0049,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,5,1,0,0,0,0,none
1402-0049,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,6,1,0,0,0,0,none
1402-0049,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,7,2,0,0,0,7,none
1402-0049,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
1402-0049,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0049,TRUE,fishing,none,ph,total,ph_units,6,2,0,0,0,0,none
1402-0049,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0049,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,10,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,10,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,7,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,9,1,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,10,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,4,1,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,8,2,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,4,1,0,0,0,0,none
1402-0049,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,9,2,0,0,0,0,none
1402-0055,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,3,none
1402-0055,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
1402-0055,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
1402-0055,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,123,9,0,0,0,123,none
1402-0055,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,62,8,5,5,0,0,none
1402-0055,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,62,8,5,5,0,0,none
1402-0056,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1402-0056,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1402-0056,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1402-0057,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,1,0,0,0,9,none
1402-0057,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1402-0057,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1402-0059,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,37,5,1,1,0,0,none
1402-0059,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,37,5,1,1,0,0,none
1402-0060,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1402-0060,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1402-0060,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0060,TRUE,fishing,none,ph,total,ph_units,6,2,2,2,0,0,none
1402-0060,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0060,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,6,2,3,1,0,0,none
1402-0060,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,6,2,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,4,2,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,5,1,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,6,2,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,1,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,5,2,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
1402-0060,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,5,2,0,0,0,0,none
1402-0064,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
1403-0037,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1403-0037,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1403-0054,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1403-0054,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1403-0054,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1403-0055,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1403-0055,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0055,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_acute,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_acute,copper,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_acute,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_chronic,aluminum,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,5,2,0,0,0,5,none
1403-0057,TRUE,fishing,aquatic_chronic,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_chronic,copper,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,aquatic_chronic,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1403-0057,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,2,2,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1403-0057,TRUE,fishing,none,ph,total,ph_units,3,2,1,1,0,0,none
1403-0057,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,4,1,0,0,0,0,none
1403-0061,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1403-0061,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0061,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0067,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1403-0067,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0067,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,2,1,1,1,0,0,none
1403-0067,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,2,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,2,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,arsenic,total,ug/l,1,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,2,1,0,0,0,0,none
1403-0067,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,2,1,0,0,0,0,none
1403-0075,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1403-0075,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1403-0075,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1403-0075,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,1,1,0,0,0,0,none
1403-0075,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,1,1,0,0,0,0,none
1403-0081,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1403-0081,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1403-0081,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1403-0081,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0081,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1403-0083,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
