seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
1501-0063,Round Lake,entire lake,NJ-12-P1021,0203010302,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,b,pond,96.5,Acres,IR3_needs-verification,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1501-0064,Ringwood River and tribs,"stream and minor tribs, from state line to Lakeville",NJ-13,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,c(t),flow,8.8,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1501-0065,Trib of Sterling Forest Lake,entire stream and tribs,NJ-13- 2,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,a,flow,3.1,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1501-0066,Sterling Forest Lake,entire lake,NJ-13- 2-P1021c,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,a,pond,113.4,Acres,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1501-0067,Little Cedar Lake,entire lake,NJ-13- 2-P1022,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,a,pond,21.3,Acres,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1501-0068,Sterling Lake,entire lake,NJ-13-P1025,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,a,pond,293.7,Acres,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1501-0069,Jenning Creek and tribs,"entire stream and tribs, within NYS",NJ-14 thru 15,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,c,flow,2.9,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1501-0070,Tribs to Greenwood Lake,total length of all tribs to lake,NJ-P1026-,0203010301,Hackensack-Ramapo Rivers,Hackensack-Ramapo Rivers,3,Orange,c(ts),flow,6.1,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0001,Rudd Pond,entire lake,Conn 15-12-21-P1134,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,64,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0010,Minor Tribs to Conn,total length of select tribs to Connecticut,Conn 12 thru 18 (selected),0110000504,Housatonic River,Housatonic River,3,Westchester,c,flow,13.6,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0011,"Tenmile River, Lower, and minor tribs","stream and select tribs, fr state line to Dover Plains",Conn 15,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,flow,47.3,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
1601-0012,"Tenmile River, Upper, and minor tribs","stream and select tribs, above Dover Plains",Conn 15,0110000505,Housatonic River,Housatonic River,3,Dutchess,c(t),flow,21,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0013,Ellis Pond,entire lake,Conn 15- 1-P1113,0110000505,Housatonic River,Housatonic River,3,Dutchess,a,pond,59.9,Acres,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1601-0014,"Quaker Lake, French Lake",total area of both lakes,"Conn 15- 2-P1114,P1114a",0110000505,Housatonic River,Housatonic River,3,Dutchess,b,pond,64.7,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1601-0015,"Swamp River, Lower, and minor tribs","stream and select tribs, from mouth to Wingdale",Conn 15- 4,0110000505,Housatonic River,Housatonic River,3,Dutchess,c(t),flow,34,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
1601-0016,"Swamp River, Upper, and tribs","stream and tribs, above Wingdale",Conn 15- 4,0110000505,Housatonic River,Housatonic River,3,Dutchess,a(t),flow,31.1,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0017,Mill River and tribs,entire stream and tribs,Conn 15- 4- 2,0110000505,Housatonic River,Housatonic River,3,Dutchess,c(t),flow,31.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0018,Pell Lake,entire lake,Conn 15- 4- 2- 1-P1116b,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,13.7,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0019,Sharparoon Pond,entire lake,Conn 15- 4- 3-P1116,0110000505,Housatonic River,Housatonic River,3,Dutchess,b,pond,10.4,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0020,Jones Pond,entire lake,Conn 15- 4- 4- 3..P1117b,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,10.4,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0021,"Hiller Brook, Upper, and tribs",stream and tribs above Baker Corner,Conn 15- 4-11,0110000505,Housatonic River,Housatonic River,3,Dutchess,a,flow,3.2,Miles,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1601-0022,Green Mountain Lake,entire lake,Conn 15- 4-15-P1117,0110000505,Housatonic River,Housatonic River,3,Dutchess,a,pond,31.9,Acres,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0023,Wells Stream and tribs,entire stream and tribs,Conn 15- 6- 1,0110000505,Housatonic River,Housatonic River,3,Dutchess,a,flow,5.6,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1601-0024,Wassaic Creek and tribs,entire stream and tribs,Conn 15-11,0110000505,Housatonic River,Housatonic River,3,Dutchess,c(t),flow,53.3,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0025,Arrowhead Lake,entire lake,Conn 15-11..P1123,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,5.5,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0026,Webatuck Creek and tribs,entire stream and tribs,Conn 15-12,0110000505,Housatonic River,Housatonic River,3,Dutchess,c(t),flow,84.5,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0027,"Swift Pond, Crane Pond",total area of both lakes,"Conn 15-12- 1-P1127,P1127a",0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,134.6,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0028,Round Pond,entire lake,Conn 15-12- 9-P1130,0110000505,Housatonic River,Housatonic River,3,Dutchess,b,pond,43.4,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0029,Indian Lake,portion of lake within NYS,Conn 15-12-11-P1131,0110000505,Housatonic River,Housatonic River,3,Dutchess,b,pond,195.7,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0030,"Grass Pond, Depression Pond","total area of both lakes, portions within NYS","Conn 15-12..P1135a,P1135d",0110000504,Housatonic River,Housatonic River,3,Dutchess,c,pond,22.3,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0031,Parce Pond,entire lake,Conn 15-P1118,0110000505,Housatonic River,Housatonic River,3,Dutchess,c,pond,6.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0032,Green River and tribs,entire stream and tribs,Mass 5,0110000502,Housatonic River,Housatonic River,4,Columbia,c(ts),flow,37.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0033,Minor Tribs to Mass,total length of select tribs to Massachusetts,Mass 5a thru 7a,0110000502,Housatonic River,Housatonic River,4,Columbia,c,flow,8.3,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1601-0034,Williams River Trib and tribs,entire stream and tribs,Mass 8,0110000502,Housatonic River,Housatonic River,4,Columbia,c(ts),flow,8.1,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1601-0035,Beebe Pond,entire lake,Mass 8-P1138,0110000502,Housatonic River,Housatonic River,4,Columbia,c,pond,5.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1701-0001,Shellbank Basin,entire basin,(MW8.5a) JB-248a,0203020201,Atlantic-Long Island Sound,Atlantic Ocean,2,Queens,i,flow,45.3,Acres,IR5-Alt_impaired,5-Alt,fishing,IR5-Alt_impaired_confirmed,5-Alt,dissolved_oxygen,NYSDEC
1701-0002,"Raritan Bay, East","portion of bay, as described below",(MW1.2)  RB (portion 1),0203010404,Atlantic-Long Island Sound,Atlantic Ocean,2,Richmond,sa,flow,6236,Acres,IR5_impaired,5,primary_contact_recreation,IR1_fully-supported_confirmed,2,fecal_coliform; polychlorinated_biphenyls,NYSDEC
1701-0004,Lower New York Bay,"entire bay, as described below",(MW1.1)  LB,0203010404,Atlantic-Long Island Sound,Atlantic Ocean,2,Kings,sb,flow,1964.3,Acres,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0005,"Jamaica Bay, Eastern, and tribs (Queens)",portion of bay and selected tidal tribs within Queens,(MW8.5)  JB,0203020201,Atlantic-Long Island Sound,Atlantic Ocean,2,Queens,sb,flow,7121.2,Acres,IR5-Alt_impaired,5-Alt,primary_contact_recreation,IR5_impaired_confirmed,5,enterococci,NYSDEC
1701-0006,Hendrix Creek,entire creek/basin,(MW8.6a) JB-249a,0203020201,Atlantic-Long Island Sound,Atlantic Ocean,2,Kings,i,flow,54.5,Acres,IR5-Alt_impaired,5-Alt,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0007,Hawtree Basin,entire basin,(MW8.5a) JB-248,0203020201,Atlantic-Long Island Sound,Atlantic Ocean,2,Queens,i,flow,33.2,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0008,Coney Island Creek,entire estuary/stream,(MW1.1)  LB/GB-253,0203010404,Atlantic-Long Island Sound,Atlantic Ocean,2,Kings,i,flow,23.4,Acres,IR5-Alt_impaired,5-Alt,secondary_contact_recreation,IR5-Alt_impaired_confirmed,5-Alt,dissolved_oxygen; fecal_coliforms; garbage_refuse,NYSDEC
1701-0009,Bergen Basin,entire basin,(MW8.5a) JB-247,0203020201,Atlantic-Long Island Sound,Atlantic Ocean,2,Queens,i,flow,69.3,Acres,IR5-Alt_impaired,5-Alt,secondary_contact_recreation,IR5-Alt_impaired_confirmed,5-Alt,dissolved_oxygen; fecal_coliforms; garbage_refuse; nitrogen,NYSDEC
1701-0010,"Arthur Kill, South, and minor tribs",river from mouth to Outerbridge Crossing,(MW1.3)  SI (portion 1),0203010402,Atlantic-Long Island Sound,Atlantic Ocean,2,Richmond,i,flow,245.6,Acres,IR5-Alt_impaired,5-Alt,fishing,IR5-Alt_impaired_confirmed,5-Alt,garbage_refuse,NYSDEC
1701-0011,Gowanus Canal,entire canal,(MW1.3)  UB-EB-  1,0203010402,Atlantic-Long Island Sound,Atlantic Ocean,2,Kings,sd,flow,129,Acres,IR5-Alt_impaired,5-Alt,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0012,Fresh Kills,reach fr mouth to Richmond/Main Cr confluence (tidal),(MW1.3)  SI- 8 (portion 1),0203010402,Atlantic-Long Island Sound,Atlantic Ocean,2,Richmond,sd,flow,200.3,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0014,Atlantic Ocean Coastline,coastline from Rockaway Point to Queens/Nassau line,(MW0.0)  AO (portion 1),0203020209,Atlantic-Long Island Sound,Atlantic Ocean,2,Queens,sa,ocean,10.2,Miles,IR5_impaired,5,fishing,IR3_impaired_unconfirmed,3,fecal_coliform,NYSDEC
1701-0015,Hempstead Lake,entire lake,(MW8.4a) HB-233-P1005-2-P1012,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,c,pond,76.2,Acres,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0016,"Santapogue Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-210,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,2,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0018,Canaan Lake,entire lake,(MW7.5)  AO-GSB-185-P889,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,b(t),pond,24.3,Acres,IR5_impaired,5,fish_consumption,IR3_impaired_unconfirmed,3,silt_sediment,NYSDEC
1701-0019,"Champlin Creek, Upper, and tribs",stream and tribs above P910 (freshwater),(MW7.8)  AO-GSB-194,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,2.2,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0020,Lake Ronkonkoma,entire lake,(MW7.7)  AO-GSB-193..P304,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,b,pond,226.3,Acres,IR5_impaired,5,fishing,IR1_fully-supported_confirmed,2,algae; fecal_coliform; phosphorus,NYSDEC
1701-0021,Belmont Lake,entire lake,(MW7.8)  AO-GSB-208-P949,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,pond,28.4,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0022,Upper New York Bay,"entire bay, as described below",(MW1.3)  UB,0203010402,Atlantic-Long Island Sound,Atlantic Ocean,2,Kings,i,flow,6255.5,Acres,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0025,Freeport Reservoir/East Meadow Pond,entire lake,(MW8.3a) MDB-228-P989,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,a,pond,20.3,Acres,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,chlordane,NYSDEC
1701-0026,West and East Mill Ponds,total area of both ponds,(MW7.2a) AO-MB-174-P850/P851,0203020206,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,pond,17.8,Acres,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0028,Smith Pond,entire pond,(MW8.4a) HB-233-P1005,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,c,pond,22.2,Acres,IR5_impaired,5,secondary_contact_recreation,IR1_fully-supported_confirmed,2,chlordane,NYSDEC
1701-0030,"Flanders Bay, East/Center, and tribs","entire bay, as described below",(MW6.1e) GB..FB,0203020205,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,2172.1,Acres,IR5_impaired,5,fishing,IR1_fully-supported_confirmed,2,fecal_coliform,NYSDEC
1701-0031,Lake Montauk,entire tidal waterbody,(MW6.3h) BIS..P761,0203020208,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,1079.5,Acres,IR5_impaired,5,fishing,IR3_impaired_unconfirmed,3,fecal_coliform,NYSDEC
1701-0032,Hempstead Bay,entire bay,(MW8.4)  HB (portion 1),0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,sa,flow,1317.7,Acres,IR5-Alt_impaired,5-Alt,fishing,IR1_fully-supported_confirmed,2,nitrogen; non-native_plants,NYSDEC
1701-0033,Shinnecock Bay and Inlet,entire bay (including inlet),(MW7.1b) AO-SB,0203020206,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,7962.5,Acres,IR5-Alt_impaired,5-Alt,primary_contact_recreation,IR1_fully-supported_confirmed,2,nitrogen,NYSDEC
1701-0034,Mecox Bay and tribs,entire bay and selected/smaller tidal tribs,(MW7.1b) AO-P790,0203020206,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,1067.5,Acres,IR5_impaired,5,shellfishing,IR5_impaired_confirmed,5,fecal_coliforms,NYSDEC
1701-0035,Sag Harbor and Sag Harbor Cove,entire harbor and cove,"(MW6.3e) GB-SIS-SHB,SHC",0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,1341.4,Acres,IR5_impaired,5,primary_contact_recreation,IR3_impaired_unconfirmed,3,fecal_coliform,NYSDEC
1701-0036,Three Mile Harbor,entire harbor,(MW6.3f) GB-TMH,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,1024.3,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1701-0037,North Sea Harbor and tribs,entire harbor and selected/smaller tidal tribs,(MW6.3c) GB..LPB-123-P659,0203020205,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,196.7,Acres,IR5_impaired,5,primary_contact_recreation,IR1_fully-supported_confirmed,2,fecal_coliform,NYSDEC
1701-0038,"Moriches Bay, West","portion of bay, as described below",(MW7.2a) AO-MB (portion 2),0203020206,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,3011.5,Acres,IR5-Alt_impaired,5-Alt,shellfishing,IR5-Alt_impaired_confirmed,5-Alt,nitrogen,USEPA
1701-0039,"Great South Bay, East","portion of bay, as described below",(MW7.3)  AO-GSB (portion 1),0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,11943.1,Acres,IR5-Alt_impaired,5-Alt,secondary_contact_recreation,IR5-Alt_impaired_confirmed,5-Alt,dissolved_oxygen; nitrogen,NYSDEC
1701-0040,"Great South Bay, Middle","portion of bay, as described below",(MW7.3)  AO-GSB (portion 2),0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,30812,Acres,IR5-Alt_impaired,5-Alt,primary_contact_recreation,IR1_fully-supported_confirmed,2,dissolved_oxygen,NYSDEC
1701-0041,South Oyster Bay,"entire bay, as described below",(MW8.1)  SOB,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,sa,flow,5304.6,Acres,IR5_impaired,5,source_of_water_supply,IR5_impaired_confirmed,5,fecal_coliforms,NYSDEC
1701-0042,Quantuck Bay,entire bay,(MW7.1c) AO-SB-QB,0203020206,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,256,Acres,IR5-Alt_impaired,5-Alt,primary_contact_recreation,IR1_fully-supported_confirmed,2,algae; dissolved_oxygen; fecal_coliform,NYSDEC
1701-0043,"Richmond Creek, Upper, and tribs",stream and tribs abv Richmond Hill culvert (freshwater),(MW1.3)  SI- 8 (portion 3),0203010402,Atlantic-Long Island Sound,Atlantic Ocean,2,Richmond,b,flow,7.6,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,bap,NYSDEC
1701-0044,Southold Bay,entire bay,(MW6.1b) GB-SIS/SB,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,724.4,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1701-0045,Cutchogue Harbor and tidal tribs,entire harbor and tidal tribs,(MW6.1c) GB..LPB-CH,0203020205,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,1206.8,Acres,IR3_unassessed,3,shellfishing,IR3_unassessed,3,No_Data,NYSDEC
1701-0046,Northwest Creek and tidal tribs,entire tidal reach and tribs,(MW6.3f) GB-SIS-NH-136,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,144.1,Acres,IR5_impaired,5,fishing,IR3_impaired_unconfirmed,3,fecal_coliform,NYSDEC
1701-0047,Acabonack Harbor,entire harbor,(MW6.3g) GB-AH,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,294.2,Acres,IR5_impaired,5,secondary_contact_recreation,IR1_fully-supported_confirmed,2,fecal_coliform,NYSDEC
1701-0048,Wooley Pond,entire tidal waterbody,(MW6.3c) GB..LPB-124-P665,0203020205,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,32.4,Acres,IR5_impaired,5,primary_contact_recreation,IR1_fully-supported_confirmed,2,fecal_coliform,NYSDEC
1701-0049,Stirling Creek and Basin,entire basin,(MW6.1b) GB-SIS- 78,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,37.1,Acres,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0050,Dering Harbor,entire harbor,(MW6.1b) GB-SIS/DH,0203020207,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,210.1,Acres,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1701-0051,Sebonac Cr/Bullhead Bay and tidal tribs,entire tidal reach and tribs,(MW6.3b) GB..GPB-122-P648,0203020205,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,sa,flow,167.8,Acres,IR5_impaired,5,fishing,IR3_impaired_unconfirmed,3,fecal_coliform,NYSDEC
1701-0052,Camaans Pond,entire lake,(MW8.2a) EB-227-P987a,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,c,pond,6,Acres,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,phosphorus,NYSDEC
1701-0054,Grant Park Pond,entire lake,(MW8.4a) HB-235-P1017a,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Nassau,c,pond,12.1,Acres,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0055,Patchogue Lake,entire lake,(MW7.5)  AO-GSB-185-P885,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,b,pond,50.4,Acres,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
1701-0087,"Amityville/Carmans Creeks, Upper, and tribs",stream and tribs above Merrick Road (freshwater),(MW8.1a) SOB-216 thru 219,0203020202,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,1.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0088,"Neguntatogue Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-211,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,flow,0.3,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1701-0089,"Carlls River, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-208,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,4.8,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0090,"Sampawams Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-207,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,4.4,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0091,"Willets Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-205,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,flow,1.9,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1701-0092,"Penataquit Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-198,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,flow,2,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0093,"Awixa Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-197,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,flow,0.5,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,bap,NYSDEC
1701-0094,"Orowoc Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.8)  AO-GSB-196,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,2.7,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0095,"Connetquot River, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.6)  AO-GSB-193,0203020204,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,b(ts),flow,7.8,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1701-0096,"Green Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),(MW7.5)  AO-GSB-190,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(t),flow,1,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0097,"Brown Creek, Upper, and tribs",stream and tribs above Sayville Mill Pond (freshwater),(MW7.5)  AO-GSB-189,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c,flow,1.2,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0098,"Tuthills Creek, Upper, and tribs",stream and tribs above West Lake (freshwater),(MW7.5)  AO-GSB-186,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,1.4,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0099,"Patchogue River, Upper, and tribs",stream and tribs above LIRR (freshwater),(MW7.5)  AO-GSB-185,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,1.9,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
1701-0100,"Swan River, Upper, and tribs",stream and tribs above Swan Lake (freshwater),(MW7.5)  AO-GSB-184,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,2,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0101,"Mud Creek, Upper, and tribs",stream and tribs above tidal waters (freshwater),(MW7.5)  AO-GSB-183,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,1.6,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1701-0102,"Carmans River, Upper, and tribs",stream and tribs above LIRR (freshwater),(MW7.4)  AO-GSB-177,0203020203,Atlantic-Long Island Sound,Atlantic Ocean,1,Suffolk,c(ts),flow,7,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,ph,NYSDEC
