seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
0101-0001,Cayuga Creek and minor tribs,entire stream and selected tribs,Ont 158- 8,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,c,flow,21.6,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0002,Gill Creek and tribs,entire stream and tribs,Ont 158- 6,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,c,flow,12.3,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,bap,NYSDEC
0101-0004,Bergholtz Creek and tribs,entire stream and tribs,Ont 158- 8-1,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,c,flow,33.1,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0005,Two Mile Creek and tribs,entire stream and tribs,Ont 158-13,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,flow,7.1,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,dissolved_oxygen; fecal_coliforms; oil_grease,NYSDEC
0101-0006,"Niagara River, Upper, Main Stem",from Niagara Falls to Lake Erie,Ont 158 (portion 2),0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,a-special,flow,24.8,Miles,IR5_impaired,5,primary_contact_recreation,IR3_impaired_unconfirmed,3,cause_unknown; polychlorinated_biphenyls; polycyclic_aromatic_hydrocarbons,NYSDEC
0101-0007,"Smoke Creek, Lower, and minor tribs","stream and selected tribs, fr mouth to Webster Corners",Ont 158..E- 2,0412010304,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,c,flow,7.2,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0101-0011,Grand Island (all tribs to Niagara R),total length of all Grand Island tribs to Niagara River,Ont 158 G.I.-1 thru 6,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,b,flow,53.7,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0101-0023,"Scajaquada Creek, Lower, and tribs","stream and tribs, from mouth to Main Street in Buffalo",Ont 158-15,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,flow,0.3,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0025,Black Rock Canal,entire canal,Ont 158 (portion 4),0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,c,flow,2.2,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0026,Delaware Park Pond,entire pond,Ont 158-15-P25,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,pond,1.3,Acres,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,phosphorus; total_pcbs,NYSDEC
0101-0027,"Niagara River, Lower, Main Stem",from Lake Ontario to Niagara Falls,Ont 158 (portion 1),0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,a-special,flow,12,Miles,IR5_impaired,5,source_of_water_supply,IR5_impaired_confirmed,5,iron; phenolic_compounds,NYSDEC
0101-0028,Chippewa (West) Channel,entire channel (in NYS),Ont 158 (portion 3),0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,a-special,flow,12.8,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,total_pcbs,NYSDEC
0101-0029,Minor Tribs to Niagara River,"total length of all tribs, from mouth to Niagara Falls",Ont 158- 1 thru 5,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,c,flow,9.9,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0030,Hyde Park Lake,entire lake,Ont 158- 6-P1a,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,b,pond,28.1,Acres,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0101-0031,Minor Tribs to Niagara River,"total length of selected tribs, fr Niag.Falls to L.Erie",Ont 158- 7 thru 11,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Niagara,c,flow,2.5,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0032,unnamed trib to Niagara River,entire stream and tribs,Ont 158-14,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,flow,3,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0033,"Scajaquada Creek, Middle, and tribs","stream and tribs, from Main Street to Cheektowaga",Ont 158-15,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,c,flow,8.3,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0034,"Scajaquada Creek, Upper, and tribs","stream and tribs, above Cheektowaga",Ont 158-15,0412010406,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,flow,15.1,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,dissolved_oxygen; fecal_coliforms; phosphorus,NYSDEC
0101-0035,"Smoke Creek, Upper, and tribs","stream and tribs, above Webster Corners",Ont 158..E- 2,0412010304,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,c,flow,25.5,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0036,"South Branch Smoke Cr, Lower, and tribs","stream and tribs, from mouth to Orchard Park",Ont 158..E- 2- 1,0412010304,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,c,flow,27.2,Miles,IR5_impaired,5,fish_consumption,IR3_impaired_unconfirmed,3,silt_sediment,NYSDEC
0101-0037,"South Branch Smoke Cr, Upper, and tribs","stream and tribs, above Orchard Park",Ont 158..E- 2- 1,0412010304,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,flow,4.7,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0101-0038,Green Lake,entire lake,Ont 158..E- 2- 1-P81b,0412010304,Lake Erie-Niagara River,Niagara River Main Stem,9,Erie,b,pond,18.6,Acres,IR5_impaired,5,primary_contact_recreation,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0102-0001,"Little Tonawanda Creek, Lower, and tribs","stream and tribs, from mouth to Linden",Ont 158-12-32,0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,a,flow,52.8,Miles,IR3_needs-verification,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
0102-0002,"Tonawanda Creek, Middle, Main Stem",from East Pembroke to Batavia,Ont 158-12 (portion 3),0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,c,flow,11.7,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0003,"Tonawanda Creek, Upper, and minor tribs","stream and selected tribs, above Batavia",Ont 158-12 (portion 4),0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,a,flow,255.1,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0004,"Ransom Creek, Lower, and tribs","stream and tribs, from mouth to Got Creek",Ont 158-12- 6,0412010405,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c,flow,49.5,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,dissolved_oxygen,NYSDEC
0102-0006,"Tonawanda Creek, Middle, Main Stem",from NYS Barge Canal to East Pembroke,Ont 158-12 (portion 2),0412010403,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,b,flow,49.3,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0012,Ledge Creek and minor tribs,entire stream and selected tribs,Ont 158-12-11,0412010402,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c(t),flow,28.9,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0102-0018,"Ellicott Creek, Lower, and tribs","stream and tribs, from mouth to Alden",Ont 158-12- 1,0412010404,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,b,flow,112,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,phosphorus; silt_sediment,NYSDEC
0102-0022,"Tonawanda Creek, Lower, Main Stem",from mouth to NYS Barge Canal in Pendleton,Ont 158-12 (portion 1),0412010405,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,11.9,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,total_pcbs,NYSDEC
0102-0023,Crow Creek and tribs,entire stream and tribs,Ont 158-12-46,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,flow,20.3,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0102-0024,"Ellicott Creek, Upper, and tribs","stream and tribs, above Alden",Ont 158-12- 1,0412010404,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c,flow,112.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0025,Minor Tribs to Lower Tonawanda Creek,"total length of selected tribs, fr mouth to Barge Canal",Ont 158-12- 2 thru 5 (selected),0412010405,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,16.4,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0026,Bull Creek and tribs,entire stream and tribs,Ont 158-12- 3,0412010405,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,48.6,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0027,"Ransom Creek, Upper, and tribs","stream and tribs, above/including Got Creek",Ont 158-12- 6,0412010405,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c(t),flow,44.2,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0028,Minor Tribs to Tonawanda Creek,"total length of selected tribs, from canal to Batavia",Ont 158-12- 7 thru 31 (selected),0412010403,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,175.2,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0029,Mud Creek and tribs,entire stream and tribs,Ont 158-12- 8,0412010403,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,113.5,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0030,Beeman Creek and tribs,entire stream and tribs,Ont 158-12- 9,0412010403,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c,flow,43.7,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,dissolved_oxygen; fecal_coliforms; phosphorus,NYSDEC
0102-0031,"Murder Creek, Lower, and tribs","stream and tribs, from mouth to Corfu",Ont 158-12-11-1,0412010402,Lake Erie-Niagara River,Tonawanda Creek,9,Erie,c,flow,75.5,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,fecal_coliforms,NYSDEC
0102-0032,"Murder Creek, Upper, and tribs","stream and tribs, above Corfu",Ont 158-12-11-1,0412010402,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,c,flow,106.2,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0033,Akron Reservoir,entire reservoir,Ont 158-12-11-1-P13,0412010402,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,pond,47.4,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0102-0034,Tribs to Akron Reservoir,total length of all tribs to Akron Reservoir,Ont 158-12-11-1-P13-,0412010402,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,a,flow,5.5,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0035,Divers Lake,entire lake,Ont 158-12-20-P15,0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,c,pond,3.7,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0102-0036,Bowen Brook and tribs,entire stream and tribs,Ont 158-12-28,0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,c,flow,60.6,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,dissolved_oxygen; phosphorus,NYSDEC
0102-0037,"Little Tonawanda Creek, Upper, and tribs","stream and tribs, above Linden",Ont 158-12-32,0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,a(t),flow,54.8,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0102-0038,Tannery Brook and tribs,entire stream and tribs,Ont 158-12-41,0412010401,Lake Erie-Niagara River,Tonawanda Creek,8,Genesee,a,flow,14.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0102-0039,Attica Reservoir,entire reservoir,Ont 158-12-46-P20,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,pond,11.3,Acres,IR5_impaired,5,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
0102-0040,Attica Water Supply Reservoir,entire reservoir,Ont 158-12-46-P20a,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,pond,173.4,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_impaired_unconfirmed,3,phosphorus,NYSDEC
0102-0041,Stony Brook and tribs,entire stream and tribs,Ont 158-12-66,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,flow,25,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0102-0042,East Fork and tribs,entire stream and tribs,Ont 158-12-77,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,a,flow,48.5,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_stressed_unconfirmed,3,total_dissolved_solids,NYSDEC
0102-0043,Faun Lake,entire lake,Ont 158-12-77-3-P20b,0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Wyoming,c,pond,44.3,Acres,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; nitrite; ph,NYSDEC
0102-0044,NYS Barge Canal (portion 1),from Pendleton to Lockport,Ont 158-12 (portion 1a),0412010401,Lake Erie-Niagara River,Tonawanda Creek,9,Niagara,c,flow,6.8,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0001,"Buffalo River, Main Stem","entire stream and tribs, from mouth to Cayuga Creek",Ont 158..E- 1,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,8.6,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0002,"Cayuga Creek, Upper, and tribs","stream and selected tribs, above Folsomdale",Ont 158..E- 1- 6,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,57.3,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0103-0003,"Buffalo Creek, Lower, and minor tribs","stream and tribs, from mouth to trib -18",Ont 158..E- 1*,0412010302,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,63.5,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0103-0004,"Buffalo Creek, Upper, and minor tribs","stream and tribs, above East Elma",Ont 158..E- 1*,0412010302,Lake Erie-Niagara River,Buffalo River,9,Erie,a,flow,285.1,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_stressed_unconfirmed,3,total_dissolved_solids,NYSDEC
0103-0007,"Cayuga Creek, Lower, and tribs","stream and selected tribs, from mouth to Lancaster",Ont 158..E- 1- 6,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,13.5,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0008,Little Buffalo Creek and tribs,entire stream and tribs,Ont 158..E- 1- 6- 7,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,74.4,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0009,Cazenovia Creek and tribs,"stream and tribs, from mouth to near East Aurora",Ont 158..E- 1- 4,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,51.7,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0103-0010,Beaver Meadow Pond,entire pond,Ont 158..E- 1*-55-P??,0412010302,Lake Erie-Niagara River,Buffalo River,9,Erie,c,pond,38.1,Acres,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0011,"East Br. Cazenovia, Lower, and tribs","stream and tribs, from mouth to South Wales",Ont 158..E- 1- 4-14,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,33.9,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,aluminum; ph,NYSDEC
0103-0012,"East Br. Cazenovia, Upper, and tribs","stream and tribs, above South Wales",Ont 158..E- 1- 4-14,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,93.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0103-0013,"West Br. Cazenovia, Lower, and tribs","stream and tribs, from mouth to West Falls",Ont 158..E- 1- 4-15,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,25,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0014,"West Br. Cazenovia, Upper, minor tribs","stream and tribs, above West Falls",Ont 158..E- 1- 4-15,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,73.8,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0015,Pipe Creek and tribs,entire stream and tribs,Ont 158..E- 1- 4-15-10,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,a,flow,18.6,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0016,Orchard Park Reservoir,entire reservoir,Ont 158..E- 1- 4-15-10-P??,0412010303,Lake Erie-Niagara River,Buffalo River,9,Erie,a,pond,23.1,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0103-0017,"Cayuga Creek, Middle, and minor tribs","stream and selected tribs, from Lancaster to Folsomdale",Ont 158..E- 1- 6,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,b,flow,116.6,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0103-0018,Slate Bottom Creek and tribs,entire stream and tribs,Ont 158..E- 1- 6- 2,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,26.6,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0019,Plumb Bottom Creek and tribs,entire stream and tribs,Ont 158..E- 1- 6- 6,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,27.2,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0103-0020,Right Branch/Gillett Creek and tribs,entire stream and tribs,Ont 158..E- 1- 6-30,0412010301,Lake Erie-Niagara River,Buffalo River,9,Erie,c,flow,30.1,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0001,Lime Lake,entire lake,Ont 158..E-23-48-3-P130,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,b,pond,159.5,Acres,IR5_impaired,5,primary_contact_recreation,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0104-0003,"Point Peter Brook, Upper, and tribs","stream and tribs, above reservoir dam",Ont 158..E-23-19,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,a(t),flow,14.9,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0004,Java Lake,entire lake,Ont 158..E-23-P152,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Wyoming,b,pond,53,Acres,IR4a_impaired,4a,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0005,"Cattaraugus Cr, Upper, and tribs","stream and selected tribs, above Stillman Corners",Ont 158..E-23 (portion 5),0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Wyoming,c(t),flow,190.3,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0006,"South Br. Cattaraugus, Lower, and tribs","stream and tribs, from mouth to near Otto",Ont 158..E-23-20,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),flow,97.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0104-0008,"Elton Creek, Lower, and tribs","stream and tribs, from mouth to Delevan",Ont 158..E-23-48,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(ts),flow,43.4,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0013,"Big Sister Creek, Lower, and tribs","stream and tribs, from mouth to Pontiac",Ont 158..E-20,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,19.5,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0016,"South Br. Eighteenmile, Lower, and tribs","stream and tribs, from mouth to New Oregon",Ont 158..E-13- 4,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,77.8,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0104-0017,"Eighteenmile Creek, Middle, and tribs","stream and tribs, from Hamburg to Patchin",Ont 158..E-13,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,a,flow,49.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0104-0018,Rush Creek and tribs,entire stream and tribs,Ont 158..E- 3,0412010304,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,17.2,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,fecal_coliforms; phosphorus,NYSDEC
0104-0020,"Cattaraugus Cr, Middle, Main Stem","stream and selected tribs, Springville to Stillman Cnrs",Ont 158..E-23 (portion 4),0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,13.1,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0021,Spring Brook and tribs,entire stream and tribs,Ont 158..E-23-32,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,16.3,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0024,"Clear Creek, Lower, and tribs","stream and tribs, from mouth to Taylor Hollow",Ont 158..E-23- 6,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c(ts),flow,11.4,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0025,"Cattaraugus Cr, Middle, Main Stem","stream and selected tribs, fr Gowanda to Springville",Ont 158..E-23 (portion 3),0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,21.8,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0029,"Cattaraugus Cr, Lower, Main Stem","stream and selected tribs, from mouth to Iroquois",Ont 158..E-23 (portion 1),0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b(t),flow,10,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_stressed_unconfirmed,3,total_dissolved_solids,NYSDEC
0104-0030,"Eighteenmile Creek, Lower, minor tribs","stream and selected tribs, from mouth to Hamburg",Ont 158..E-13,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b(t),flow,30.8,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0031,Clear Creek and tribs,entire stream and tribs,Ont 158..E-23-56,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(ts),flow,74.2,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0032,Lake Erie (Erie Basin),portion as described below,Ont 158-E (portion 1),0412010406,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,pond,4.4,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,total_pcbs,NYSDEC
0104-0033,"Lake Erie (Outer Harbor, North)",portion as described below,Ont 158-E (portion 2),0412010303,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,pond,7.3,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0034,"Lake Erie (Outer Harbor, South)",portion as described below,Ont 158-E (portion 3),0412010303,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,pond,1.9,Miles,IR5_impaired,5,secondary_contact_recreation,IR3_impaired_unconfirmed,3,polychlorinated_biphenyls,NYSDEC
0104-0035,Lake Erie (Northeast Shoreline),portion as described below,Ont 158-E (portion 4),0412010303,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,pond,2.8,Miles,IR5_impaired,5,secondary_contact_recreation,IR3_impaired_unconfirmed,3,polychlorinated_biphenyls,NYSDEC
0104-0036,Lake Erie (Northeast Shoreline),portion as described below,Ont 158-E (portion 5),0412010304,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,pond,9,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0037,"Lake Erie (Main Lake, North)",portion as described below,Ont 158-E (portion 6),0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,a-special,pond,15.7,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,fecal_coliforms; total_pcbs,NYSDEC
0104-0038,Minor Tribs to Lake Erie,"total length of tribs to L Erie, Rush to Eighteenmile",Ont 158..E- 4 thru 12,0412010304,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,31.1,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0039,"Eighteenmile Creek, Upper, and tribs","stream and tribs, above Patchin",Ont 158..E-13,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,a,flow,72.3,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0040,"South Br. Eighteenmile, Upper, and tribs","stream and tribs, above New Oregon",Ont 158..E-13- 4,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,21.7,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0041,Hampton Brook and tribs,entire stream and tribs,Ont 158..E-13- 6,0412010305,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,16.7,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
