"LAKE_HISTORY_ID","LOCATION_PWL_ID","within_period","use","type","parameter","fraction","units","n_samples_collected","n_years_sampled","n_exceedances","n_years_w_exceedances","n_no_result_value_provided","n_threshold_data_absent","notes","X","waterbody","PWS.ID","PWS.Name","PWS.Type","Primary.Source","Counties.Served","Cities.Served","PopulationServed.Count","Number.of.Facilities","Owner.Type"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","nickel","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","ph","total","ph_units",1,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","nickel","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","copper","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","copper","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","dissolved_oxygen","dissolved","mg/l",1,1,0,0,0,0,"n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","copper","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","chloride","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"primary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","zinc","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_acute","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","none","total_dissolved_solids","dissolved","mg/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"fishing","aquatic_chronic","arsenic","dissolved","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","aesthetic_water-supply","manganese","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","ammonia","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",72,"Otsego Lake","NY3821952","BLUE MINGO GRILL","Transient non-community system","Surface water","Otsego","OTSEGO (T)",40,3,"Private"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",26,"Otsego Lake","NY3800145","COOPERSTOWN VILLAGE","Community water system","Surface water","Otsego","COOPERSTOWN (V)",2400,7,"Local government"
"0601OTS0404","0601-0033",TRUE,"source_of_water_supply","health_water-source","magnesium","total","ug/l",2,1,0,0,0,0,"none",69,"Otsego Lake","NY3807993","LAKE N PINES MOTEL, INC.","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",58,11,"Private"
"0601OTS0404","0601-0033",TRUE,"secondary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",79,"Otsego Lake","NY3830149","","","","","",NA,NA,""
"0601OTS0404","0601-0033",TRUE,"secondary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",67,"Otsego Lake","NY3807994","OTSEGO LAKE BAYSIDE MOTOR INN","Transient non-community system","Surface water","Otsego","SPRINGFIELD (T)",84,12,"Private"
"0601OTS0404","0601-0033",TRUE,"secondary_contact_recreation","recreation","phosphorus","total","ug/l",1,1,0,0,0,0,"none",61,"Otsego Lake","NY3813664","THREE MILE POINT","Transient non-community system","Surface water","Otsego","OTSEGO (T)",150,5,"Local government"
